ID,Date,tsID,ACTUAL,Temp,Saturday,Sunday
75,16.03.2010,04,36314.10,-4.3,0,0
76,17.03.2010,04,36649.68,-7.8,0,0
77,18.03.2010,04,37233.76,-10.7,0,0
78,19.03.2010,04,37028.46,-12.3,0,0
79,20.03.2010,04,34535.44,-4.9,1,0
80,21.03.2010,04,33987.57,2.4,0,1
81,22.03.2010,04,35705.47,2.6,0,0
82,23.03.2010,04,35289.44,-0.3,0,0
83,24.03.2010,04,35820.27,-1.7,0,0
84,25.03.2010,04,35095.14,-0.5,0,0
85,26.03.2010,04,34755.95,-2.9,0,0
86,27.03.2010,04,32803.17,-2.5,1,0
87,28.03.2010,04,31021.96,-0.2,0,1
88,29.03.2010,04,34278.82,0.8,0,0
89,30.03.2010,04,34558.83,3.9,0,0
90,31.03.2010,04,34373.47,4.1,0,0
91,01.04.2010,04,33625.59,3.6,0,0
92,02.04.2010,04,32758.72,3.4,0,0
93,03.04.2010,04,31009.12,2.9,1,0
94,04.04.2010,04,30204.76,3.1,0,1
95,05.04.2010,04,33051.64,4.7,0,0
96,06.04.2010,04,33058.92,6.6,0,0
97,07.04.2010,04,33213.68,4.7,0,0
98,08.04.2010,04,33243.81,2.8,0,0
99,09.04.2010,04,33990.41,4.8,0,0
100,10.04.2010,04,32610.50,3.8,1,0
101,11.04.2010,04,31960.60,5.6,0,1
102,12.04.2010,04,33188.67,5.9,0,0
103,13.04.2010,04,32954.60,6.9,0,0
104,14.04.2010,04,32460.52,6.8,0,0
105,15.04.2010,04,32374.04,7.7,0,0
106,16.04.2010,04,31415.24,10.4,0,0
107,17.04.2010,04,30107.06,9.4,1,0
108,18.04.2010,04,28917.95,10.6,0,1
109,19.04.2010,04,31719.00,11.8,0,0
110,20.04.2010,04,31198.74,13.3,0,0
111,21.04.2010,04,29939.47,14.2,0,0
112,22.04.2010,04,29887.24,16.4,0,0
113,23.04.2010,04,29441.79,11.8,0,0
114,24.04.2010,04,28517.07,9.6,1,0
115,25.04.2010,04,27600.28,10.6,0,1
116,26.04.2010,04,30278.49,7.6,0,0
117,27.04.2010,04,30377.48,4.4,0,0
118,28.04.2010,04,32402.10,6.7,0,0
119,29.04.2010,04,31571.93,12,0,0
120,30.04.2010,04,30492.11,12.3,0,0
121,01.05.2010,04,28328.48,14.8,1,0
122,02.05.2010,04,26902.54,16,0,1
123,03.05.2010,04,27633.59,16.3,0,1
124,04.05.2010,04,29417.93,18.4,0,0
125,05.05.2010,04,29332.06,21,0,0
126,06.05.2010,04,28688.07,21.5,0,0
127,07.05.2010,04,27531.39,22.3,0,0
128,08.05.2010,04,26138.97,22.3,1,0
129,09.05.2010,04,26475.20,22,0,1
130,10.05.2010,04,27195.02,20.5,0,1
131,11.05.2010,04,28898.75,19.6,0,0
132,12.05.2010,04,29121.83,18.3,0,0
133,13.05.2010,04,29178.14,16.8,0,0
134,14.05.2010,04,28826.24,17,0,0
135,15.05.2010,04,26575.15,19.2,1,0
136,16.05.2010,04,25733.71,19.3,0,1
137,17.05.2010,04,28074.95,20.9,0,0
138,18.05.2010,04,28015.15,22.3,0,0
139,19.05.2010,04,28977.24,18.9,0,0
140,20.05.2010,04,29123.23,15.8,0,0
141,21.05.2010,04,28374.74,14.2,0,0
142,22.05.2010,04,27286.14,14.9,1,0
143,23.05.2010,04,26165.93,16.7,0,1
144,24.05.2010,04,28203.20,19.1,0,0
145,25.05.2010,04,28263.32,18.3,0,0
146,26.05.2010,04,28590.83,16.9,0,0
147,27.05.2010,04,28445.95,13.5,0,0
148,28.05.2010,04,27930.36,15.5,0,0
149,29.05.2010,04,26232.75,16.4,1,0
150,30.05.2010,04,25361.94,16.5,0,1
151,31.05.2010,04,28089.00,19,0,0
152,01.06.2010,04,27779.43,20.9,0,0
153,02.06.2010,04,27902.94,23.2,0,0
154,03.06.2010,04,28307.12,24.7,0,0
155,04.06.2010,04,28434.13,26.2,0,0
156,05.06.2010,04,26537.33,24.5,1,0
157,06.06.2010,04,26535.92,18.1,0,1
158,07.06.2010,04,28151.43,17.3,0,0
159,08.06.2010,04,28277.35,20.9,0,0
160,09.06.2010,04,28205.66,23.1,0,0
161,10.06.2010,04,28423.58,22.9,0,0
162,11.06.2010,04,28781.32,19.4,0,0
163,12.06.2010,04,26714.57,24.6,1,0
164,13.06.2010,04,25592.31,29.2,0,1
165,14.06.2010,04,26279.55,27.2,0,1
166,15.06.2010,04,28915.59,24.3,0,0
167,16.06.2010,04,29200.25,25.6,0,0
168,17.06.2010,04,29813.27,22.6,0,0
169,18.06.2010,04,29688.12,18.3,0,0
170,19.06.2010,04,27227.21,18.7,1,0
171,20.06.2010,04,26410.00,19.6,0,1
172,21.06.2010,04,28598.61,21.9,0,0
173,22.06.2010,04,29462.20,24.1,0,0
174,23.06.2010,04,30104.91,24.8,0,0
175,24.06.2010,04,30402.27,25.7,0,0
176,25.06.2010,04,30321.80,27.1,0,0
177,26.06.2010,04,29205.95,29.3,1,0
178,27.06.2010,04,28682.94,30.3,0,1
179,28.06.2010,04,31915.66,30.3,0,0
180,29.06.2010,04,31575.30,30.5,0,0
181,30.06.2010,04,31997.81,27.1,0,0
182,01.07.2010,04,31487.82,22.9,0,0
183,02.07.2010,04,30121.11,24.4,0,0
184,03.07.2010,04,28121.76,26.7,1,0
185,04.07.2010,04,27397.35,27.2,0,1
186,05.07.2010,04,30950.84,24.7,0,0
187,06.07.2010,04,30136.84,26.6,0,0
188,07.07.2010,04,29939.23,25.4,0,0
189,08.07.2010,04,29837.12,25.8,0,0
190,09.07.2010,04,30200.24,27.4,0,0
191,10.07.2010,04,27948.35,29.1,1,0
192,11.07.2010,04,27956.81,30.4,0,1
193,12.07.2010,04,30532.97,30,0,0
194,13.07.2010,04,31708.45,27.1,0,0
195,14.07.2010,04,31079.83,23.1,0,0
196,15.07.2010,04,30544.67,22.3,0,0
197,16.07.2010,04,29460.38,25.8,0,0
198,17.07.2010,04,29325.83,28.7,1,0
199,18.07.2010,04,28727.41,30.4,0,1
200,19.07.2010,04,31180.56,26.2,0,0
201,20.07.2010,04,31713.99,25,0,0
202,21.07.2010,04,31231.04,25.9,0,0
203,22.07.2010,04,30871.46,27.6,0,0
204,23.07.2010,04,31211.04,29.2,0,0
205,24.07.2010,04,29962.25,30.4,1,0
206,25.07.2010,04,29306.41,30.6,0,1
207,26.07.2010,04,31633.04,30.7,0,0
208,27.07.2010,04,31980.78,31.5,0,0
209,28.07.2010,04,32152.71,32.8,0,0
210,29.07.2010,04,32177.67,31.8,0,0
211,30.07.2010,04,31836.55,31.2,0,0
212,31.07.2010,04,30069.11,31.5,1,0
213,01.08.2010,04,29093.21,32,0,1
214,02.08.2010,04,32058.66,32.2,0,0
215,03.08.2010,04,31971.90,32.3,0,0
216,04.08.2010,04,31764.53,32.4,0,0
217,05.08.2010,04,31852.04,30.3,0,0
218,06.08.2010,04,32352.58,31,0,0
219,07.08.2010,04,29612.80,30.1,1,0
220,08.08.2010,04,28795.08,30.3,0,1
221,09.08.2010,04,32055.99,30.5,0,0
222,10.08.2010,04,31908.60,29.5,0,0
223,11.08.2010,04,31954.42,31,0,0
224,12.08.2010,04,31895.62,30.8,0,0
225,13.08.2010,04,31877.79,30.4,0,0
226,14.08.2010,04,29866.84,29.2,1,0
227,15.08.2010,04,28340.81,25,0,1
228,16.08.2010,04,30433.86,22.8,0,0
229,17.08.2010,04,30972.18,25.7,0,0
230,18.08.2010,04,30293.11,25.7,0,0
231,19.08.2010,04,30337.83,25.7,0,0
232,20.08.2010,04,30029.28,21.9,0,0
233,21.08.2010,04,28124.30,15.3,1,0
234,22.08.2010,04,26704.01,14.6,0,1
235,23.08.2010,04,29800.27,20.9,0,0
236,24.08.2010,04,29958.09,25.2,0,0
237,25.08.2010,04,29608.61,27.3,0,0
238,26.08.2010,04,30722.10,24.4,0,0
239,27.08.2010,04,29742.50,20.2,0,0
240,28.08.2010,04,27556.46,21.4,1,0
241,29.08.2010,04,26477.88,26.1,0,1
242,30.08.2010,04,28888.70,22.7,0,0
243,31.08.2010,04,29208.62,18.7,0,0
244,01.09.2010,04,29649.64,18.3,0,0
245,02.09.2010,04,29906.37,26.9,0,0
246,03.09.2010,04,29854.11,22.9,0,0
247,04.09.2010,04,28299.19,18.8,1,0
248,05.09.2010,04,27825.84,20.1,0,1
249,06.09.2010,04,30658.96,18.3,0,0
250,07.09.2010,04,30772.29,12.4,0,0
251,08.09.2010,04,30720.56,9,0,0
252,09.09.2010,04,30220.09,12.8,0,0
253,10.09.2010,04,30408.60,14.6,0,0
254,11.09.2010,04,28710.18,14.1,1,0
255,12.09.2010,04,27606.38,16.9,0,1
256,13.09.2010,04,29958.68,17.4,0,0
257,14.09.2010,04,30094.83,14.8,0,0
258,15.09.2010,04,30161.41,14.3,0,0
259,16.09.2010,04,29960.25,17.2,0,0
260,17.09.2010,04,30247.87,17.4,0,0
261,18.09.2010,04,28753.99,18.8,1,0
262,19.09.2010,04,27843.03,18.7,0,1
263,20.09.2010,04,30460.03,19.4,0,0
264,21.09.2010,04,30509.06,19.5,0,0
265,22.09.2010,04,30257.62,20.5,0,0
266,23.09.2010,04,28415.19,13.9,0,0
267,24.09.2010,04,28952.83,10.9,0,0
268,25.09.2010,04,27281.25,12.9,1,0
269,26.09.2010,04,26390.20,14,0,1
270,27.09.2010,04,28608.29,16.5,0,0
271,28.09.2010,04,28592.46,17.2,0,0
272,29.09.2010,04,28870.17,17.9,0,0
273,30.09.2010,04,28634.20,10.7,0,0
274,01.10.2010,04,30961.34,5.3,0,0
275,02.10.2010,04,29698.08,5.6,1,0
276,03.10.2010,04,29791.23,5.2,0,1
277,04.10.2010,04,32269.62,2.5,0,0
278,05.10.2010,04,33939.55,2.6,0,0
279,06.10.2010,04,35494.59,3.6,0,0
280,07.10.2010,04,35696.04,5.1,0,0
281,08.10.2010,04,34808.36,6.9,0,0
282,09.10.2010,04,32437.83,8,1,0
283,10.10.2010,04,31180.20,10.1,0,1
284,11.10.2010,04,35676.88,10.4,0,0
285,12.10.2010,04,35463.47,7.1,0,0
286,13.10.2010,04,35732.59,4.4,0,0
287,14.10.2010,04,35754.62,2.6,0,0
288,15.10.2010,04,36059.51,4,0,0
289,16.10.2010,04,34740.59,5.7,1,0
290,17.10.2010,04,33718.76,2.9,0,1
291,18.10.2010,04,36336.59,2.1,0,0
292,19.10.2010,04,36412.68,3.8,0,0
293,20.10.2010,04,35881.71,2.3,0,0
294,21.10.2010,04,36044.45,6.3,0,0
295,22.10.2010,04,36861.71,7,0,0
296,23.10.2010,04,33628.64,5.3,1,0
297,24.10.2010,04,33041.65,5.1,0,1
298,25.10.2010,04,35636.74,4.1,0,0
299,26.10.2010,04,35940.53,5.2,0,0
300,27.10.2010,04,36291.40,5.5,0,0
301,28.10.2010,04,36384.03,6,0,0
302,29.10.2010,04,36321.44,0.9,0,0
303,30.10.2010,04,34632.46,0.7,1,0
304,31.10.2010,04,33711.94,3.2,0,1
305,01.11.2010,04,36306.84,2.5,0,0
306,02.11.2010,04,35970.39,4.6,0,0
307,03.11.2010,04,35502.86,4.5,0,0
308,04.11.2010,04,33014.09,6.5,0,1
309,05.11.2010,04,33434.84,7.9,0,1
310,06.11.2010,04,33734.09,4.8,1,0
311,07.11.2010,04,33403.99,4.9,0,1
312,08.11.2010,04,35672.88,3.7,0,0
313,09.11.2010,04,36074.96,4.1,0,0
314,10.11.2010,04,35986.69,5.4,0,0
315,11.11.2010,04,35959.58,5.9,0,0
316,12.11.2010,04,36602.18,7.6,0,0
317,13.11.2010,04,35972.35,8.5,0,0
318,14.11.2010,04,33275.63,9.9,0,1
319,15.11.2010,04,35728.80,10.5,0,0
320,16.11.2010,04,35236.74,10.6,0,0
321,17.11.2010,04,35204.32,5.5,0,0
322,18.11.2010,04,35928.07,3.1,0,0
323,19.11.2010,04,36537.49,0.6,0,0
324,20.11.2010,04,34891.41,2.2,1,0
325,21.11.2010,04,34785.06,1.5,0,1
326,22.11.2010,04,36873.90,1.4,0,0
327,23.11.2010,04,37335.47,3.2,0,0
328,24.11.2010,04,36834.43,1.7,0,0
329,25.11.2010,04,36529.45,5.9,0,0
330,26.11.2010,04,36460.27,3.8,0,0
331,27.11.2010,04,34678.43,2.2,1,0
332,28.11.2010,04,33962.61,1.3,0,1
333,29.11.2010,04,36026.73,-3.4,0,0
334,30.11.2010,04,37361.76,0.9,0,0
335,01.12.2010,04,39573.43,-9.3,0,0
336,02.12.2010,04,39288.58,-16.6,0,0
337,03.12.2010,04,41055.72,-13.9,0,0
338,04.12.2010,04,39383.28,-5.7,1,0
339,05.12.2010,04,37986.24,0.8,0,1
340,06.12.2010,04,39058.86,0.4,0,0
341,07.12.2010,04,38700.59,-3,0,0
342,08.12.2010,04,39498.06,-2.8,0,0
343,09.12.2010,04,39452.34,0,0,0
344,10.12.2010,04,39058.51,-0.2,0,0
345,11.12.2010,04,36710.19,-0.4,1,0
346,12.12.2010,04,35792.82,-1.6,0,1
347,13.12.2010,04,39239.56,-3.5,0,0
348,14.12.2010,04,39789.07,-3,0,0
349,15.12.2010,04,39688.47,-2.1,0,0
350,16.12.2010,04,39746.66,-2.3,0,0
351,17.12.2010,04,39412.73,-3.5,0,0
352,18.12.2010,04,37476.85,-4,1,0
353,19.12.2010,04,37200.70,-5.3,0,1
354,20.12.2010,04,40258.67,-4.7,0,0
355,21.12.2010,04,40236.23,-4.4,0,0
356,22.12.2010,04,40210.39,-0.5,0,0
357,23.12.2010,04,39435.46,-0.5,0,0
358,24.12.2010,04,39213.56,-2.1,0,0
359,25.12.2010,04,37781.40,0.7,1,0
360,26.12.2010,04,36867.81,2.7,0,1
361,27.12.2010,04,38279.44,3.3,0,0
362,28.12.2010,04,38566.53,1.6,0,0
363,29.12.2010,04,37838.49,1.6,0,0
364,30.12.2010,04,37573.35,2.4,0,0
365,31.12.2010,04,36386.64,-1.4,0,0
366,01.01.2011,04,34607.88,-4.4,1,0
367,02.01.2011,04,34454.21,-3.4,0,1
368,03.01.2011,04,34885.67,-1.8,0,1
369,04.01.2011,04,35396.80,-5.5,0,1
370,05.01.2011,04,35636.20,-7.8,0,1
371,06.01.2011,04,37018.17,-10.4,0,1
372,07.01.2011,04,36623.10,-11.1,0,1
373,08.01.2011,04,36991.26,-12.7,1,0
374,09.01.2011,04,36342.23,-13.5,0,1
375,10.01.2011,04,36261.15,-14.5,0,1
376,11.01.2011,04,38983.09,-14.1,0,0
377,12.01.2011,04,39831.20,-11.3,0,0
378,13.01.2011,04,39193.85,-12.1,0,0
379,14.01.2011,04,39088.30,-6.7,0,0
380,15.01.2011,04,37355.24,-4.8,1,0
381,16.01.2011,04,36541.19,-5.8,0,1
382,17.01.2011,04,38808.28,-8.9,0,0
383,18.01.2011,04,39465.63,-11.6,0,0
384,19.01.2011,04,39768.51,-14.7,0,0
385,20.01.2011,04,40764.27,-18.3,0,0
386,21.01.2011,04,40611.44,-16.3,0,0
387,22.01.2011,04,38559.24,-18.7,1,0
388,23.01.2011,04,37818.57,-14.2,0,1
389,24.01.2011,04,39475.56,-6.7,0,0
390,25.01.2011,04,40221.22,-6.8,0,0
391,26.01.2011,04,40046.15,-8.2,0,0
392,27.01.2011,04,39987.33,-10.8,0,0
393,28.01.2011,04,39486.35,-11.4,0,0
394,29.01.2011,04,37848.06,-9.2,1,0
395,30.01.2011,04,36533.38,-7.5,0,1
396,31.01.2011,04,38852.93,-7.4,0,0
397,01.02.2011,04,39662.95,-9.5,0,0
398,02.02.2011,04,39342.46,-14.8,0,0
399,03.02.2011,04,39346.01,-14,0,0
400,04.02.2011,04,38890.12,-9.1,0,0
401,05.02.2011,04,37380.10,-3.9,1,0
402,06.02.2011,04,36030.99,-2.2,0,1
403,07.02.2011,04,38629.56,-3.4,0,0
404,08.02.2011,04,38450.99,-5.1,0,0
405,09.02.2011,04,37764.77,-3.9,0,0
406,10.02.2011,04,37619.37,-7.1,0,0
407,11.02.2011,04,39033.52,-16.3,0,0
408,12.02.2011,04,38037.78,-12.6,1,0
409,13.02.2011,04,36599.45,-7.5,0,1
410,14.02.2011,04,38643.80,-14.7,0,0
411,15.02.2011,04,39124.32,-18.8,0,0
412,16.02.2011,04,40312.71,-22.3,0,0
413,17.02.2011,04,41023.32,-22.9,0,0
414,18.02.2011,04,42440.40,-22.9,0,0
415,19.02.2011,04,40549.74,-22.3,1,0
416,20.02.2011,04,38961.13,-22.3,0,1
417,21.02.2011,04,41539.38,-23.6,0,0
418,22.02.2011,04,41715.15,-23.1,0,0
419,23.02.2011,04,39635.87,-21.7,0,1
420,24.02.2011,04,41626.68,-21.5,0,0
421,25.02.2011,04,41931.40,-21.2,0,0
422,26.02.2011,04,40366.94,-19.4,1,0
423,27.02.2011,04,40299.19,-18.4,0,1
424,28.02.2011,04,42335.28,-17.9,0,0
425,01.03.2011,04,42737.66,-17.3,0,0
426,02.03.2011,04,42921.28,-15.3,0,0
427,03.03.2011,04,41499.11,-15.8,0,0
428,04.03.2011,04,40618.11,-15,0,0
429,05.03.2011,04,39916.45,-6.4,0,0
430,06.03.2011,04,37001.85,-3.4,0,1
431,07.03.2011,04,36616.63,-7.1,0,1
432,08.03.2011,04,36664.26,-7.9,0,1
433,09.03.2011,04,39313.52,-11,0,0
434,10.03.2011,04,38785.31,-11.1,0,0
435,11.03.2011,04,38608.09,-11.3,0,0
436,12.03.2011,04,37241.51,-10,1,0
437,13.03.2011,04,35727.26,-6.2,0,1
438,14.03.2011,04,37913.01,-4.3,0,0
439,15.03.2011,04,37678.20,-1.5,0,0
440,16.03.2011,04,36929.65,-0.3,0,0
441,17.03.2011,04,36690.57,-4.2,0,0
442,18.03.2011,04,36860.71,-6,0,0
443,19.03.2011,04,35546.41,-5.7,1,0
444,20.03.2011,04,35174.32,-3.6,0,1
445,21.03.2011,04,37333.07,-2.1,0,0
446,22.03.2011,04,37572.27,-0.8,0,0
447,23.03.2011,04,37296.60,-1.8,0,0
448,24.03.2011,04,37482.87,0.2,0,0
449,25.03.2011,04,37144.97,-3,0,0
450,26.03.2011,04,36224.00,-4.1,1,0
451,27.03.2011,04,33957.28,-6,0,1
452,28.03.2011,04,36962.53,-5.8,0,0
453,29.03.2011,04,37294.59,-4.8,0,0
454,30.03.2011,04,37175.43,0.7,0,0
455,31.03.2011,04,37193.13,1,0,0
456,01.04.2011,04,36771.26,-2.1,0,0
457,02.04.2011,04,34794.01,-2.7,1,0
458,03.04.2011,04,33304.07,0.8,0,1
459,04.04.2011,04,35323.80,2.5,0,0
460,05.04.2011,04,35357.35,2.9,0,0
461,06.04.2011,04,35419.80,4.8,0,0
462,07.04.2011,04,35765.86,5,0,0
463,08.04.2011,04,35442.31,4.6,0,0
464,09.04.2011,04,33379.42,6.1,1,0
465,10.04.2011,04,33305.09,5.2,0,1
466,11.04.2011,04,35367.53,5,0,0
467,12.04.2011,04,35392.61,5.1,0,0
468,13.04.2011,04,34713.26,5.5,0,0
469,14.04.2011,04,34142.62,6.9,0,0
470,15.04.2011,04,34403.81,6,0,0
471,16.04.2011,04,32640.62,7.4,1,0
472,17.04.2011,04,31472.60,5.4,0,1
473,18.04.2011,04,33872.37,8.1,0,0
474,19.04.2011,04,34281.65,7,0,0
475,20.04.2011,04,33302.77,5.1,0,0
476,21.04.2011,04,33432.35,4.2,0,0
477,22.04.2011,04,32928.78,6.9,0,0
478,23.04.2011,04,31476.38,9.8,1,0
479,24.04.2011,04,30229.15,11.1,0,1
480,25.04.2011,04,32278.77,12.5,0,0
481,26.04.2011,04,31631.18,11.3,0,0
482,27.04.2011,04,30577.42,10,0,0
483,28.04.2011,04,30380.63,12.8,0,0
484,29.04.2011,04,30303.45,15.8,0,0
485,30.04.2011,04,28392.80,15.8,1,0
486,01.05.2011,04,27851.92,14.3,0,1
487,02.05.2011,04,28976.21,14,0,1
488,03.05.2011,04,29993.99,14.3,0,0
489,04.05.2011,04,30636.25,14.5,0,0
490,05.05.2011,04,30992.68,16.1,0,0
491,06.05.2011,04,30829.29,17.8,0,0
492,07.05.2011,04,28463.56,15.5,1,0
493,08.05.2011,04,27821.17,15.2,0,1
494,09.05.2011,04,28367.15,15.7,0,1
495,10.05.2011,04,30726.87,15.9,0,0
496,11.05.2011,04,30425.70,16.2,0,0
497,12.05.2011,04,29675.10,13.5,0,0
498,13.05.2011,04,30204.47,13.1,0,0
499,14.05.2011,04,28971.15,13.7,1,0
500,15.05.2011,04,28246.70,14.6,0,1
501,16.05.2011,04,30586.74,15.2,0,0
502,17.05.2011,04,30265.96,16.4,0,0
503,18.05.2011,04,29692.23,18.3,0,0
504,19.05.2011,04,29913.74,19.4,0,0
505,20.05.2011,04,29655.79,17.8,0,0
506,21.05.2011,04,28417.42,19.1,1,0
507,22.05.2011,04,27760.00,21.6,0,1
508,23.05.2011,04,30028.13,21.7,0,0
509,24.05.2011,04,30529.29,19.1,0,0
510,25.05.2011,04,31105.80,19.5,0,0
511,26.05.2011,04,30802.99,18.9,0,0
512,27.05.2011,04,30584.19,14.3,0,0
513,28.05.2011,04,29591.39,13.8,1,0
514,29.05.2011,04,28851.76,15.4,0,1
515,30.05.2011,04,30838.32,19.8,0,0
516,31.05.2011,04,31067.05,23.5,0,0
517,01.06.2011,04,30949.70,19.5,0,0
518,02.06.2011,04,30598.19,19.3,0,0
519,03.06.2011,04,30194.49,21.6,0,0
520,04.06.2011,04,29123.47,18.2,1,0
521,05.06.2011,04,28328.97,14.6,0,1
522,06.06.2011,04,30289.55,19.1,0,0
523,07.06.2011,04,30697.65,17.2,0,0
524,08.06.2011,04,30371.91,14.6,0,0
525,09.06.2011,04,29918.49,14.4,0,0
526,10.06.2011,04,29484.31,15.2,0,0
527,11.06.2011,04,28664.22,17.4,1,0
528,12.06.2011,04,27015.37,19.4,0,1
529,13.06.2011,04,27086.87,17.6,0,1
530,14.06.2011,04,29528.66,18.4,0,0
531,15.06.2011,04,29771.07,22.1,0,0
532,16.06.2011,04,29534.20,20.8,0,0
533,17.06.2011,04,29430.94,21.1,0,0
534,18.06.2011,04,27411.78,19.3,1,0
535,19.06.2011,04,26613.38,21.8,0,1
536,20.06.2011,04,29291.38,25.5,0,0
537,21.06.2011,04,29569.58,22.4,0,0
538,22.06.2011,04,30457.13,17.6,0,0
539,23.06.2011,04,30794.10,17.2,0,0
540,24.06.2011,04,29919.56,19.1,0,0
541,25.06.2011,04,28400.79,20.1,1,0
542,26.06.2011,04,27829.82,21.4,0,1
543,27.06.2011,04,30469.67,21.5,0,0
544,28.06.2011,04,30591.89,23.1,0,0
545,29.06.2011,04,31254.43,25.1,0,0
546,30.06.2011,04,31421.42,25.9,0,0
547,01.07.2011,04,31678.45,25.3,0,0
548,02.07.2011,04,29990.18,26.1,1,0
549,03.07.2011,04,28438.10,26.4,0,1
550,04.07.2011,04,31139.19,25.8,0,0
551,05.07.2011,04,29603.28,26.2,0,0
552,06.07.2011,04,29702.80,25.8,0,0
553,07.07.2011,04,29512.69,28.5,0,0
554,08.07.2011,04,30090.68,28.8,0,0
555,09.07.2011,04,28457.16,25.8,1,0
556,10.07.2011,04,27516.68,23.4,0,1
557,11.07.2011,04,29704.24,21.2,0,0
558,12.07.2011,04,29579.43,19.3,0,0
559,13.07.2011,04,29336.77,22.5,0,0
560,14.07.2011,04,29454.26,25,0,0
561,15.07.2011,04,30190.11,26,0,0
562,16.07.2011,04,29085.65,24.3,1,0
563,17.07.2011,04,28032.41,24.6,0,1
564,18.07.2011,04,30740.47,26.3,0,0
565,19.07.2011,04,31469.25,27.5,0,0
566,20.07.2011,04,32182.64,27.9,0,0
567,21.07.2011,04,32484.42,28,0,0
568,22.07.2011,04,32797.28,25.2,0,0
569,23.07.2011,04,30579.96,23.3,1,0
570,24.07.2011,04,29600.36,26.5,0,1
571,25.07.2011,04,32670.47,29,0,0
572,26.07.2011,04,32930.07,30.7,0,0
573,27.07.2011,04,33065.53,31.9,0,0
574,28.07.2011,04,33162.51,30.4,0,0
575,29.07.2011,04,33290.42,30.4,0,0
576,30.07.2011,04,31208.02,27.6,1,0
